Id,category,adress,postcode,city,borough,neighbourhood,suburb,town,village,hamlet,road,road_reference
1080480,commerce,"Bicicleta Salvador Bermúdez, Calle del Postigo Alto, 1, 33009 Oviedo, Spain",33009,Oviedo,,Colonia Marqués de San Feliz,Casco Antiguo,,,,Calle del Postigo Alto,
1080484,road,"Carretera de Gijón a Langreo, 33390 Siero, Spain",33390,Siero,,,,,,Llantones,Carretera de Gijón a Langreo,AS-376
1080708,road,"Camín de Sotiello a Porceyo, 33393 Gijón, Spain",33393,Gijón,,,,,,Sotiello,Camín de Sotiello a Porceyo,
1080715,road,"Calle Domingo Juliana, 33213 Gijón, Spain",33213,Gijón,Distrito Oeste,,La Calzada,,,,Calle Domingo Juliana,
1087514,road,"Avenida de la Libertad, 33980 Laviana, Spain",33980,Laviana,,Solavega,,Pola de Laviana,,,Avenida de la Libertad,AS-387
1088317,road,"Calle de La Fuente, 33750 El Franco, Spain",33750,El Franco,,,,,El Franco,Llóngara,Calle de La Fuente,
1088378,road,"Cuesta Eria, 33429 Oviedo, Spain",33429,Oviedo,,,Colloto / Cualloto,,,,Cuesta Eria,
1088383,road,"Camín de La Coría a Santurio, 33204 Gijón, Spain",33204,Gijón,,Castiello Bernueces,,,,Vaones,Camín de La Coría a Santurio,
1088390,road,"Calle Nicaragua, 33213 Gijón, Spain",33213,Gijón,Distrito Oeste,,La Calzada,,,,Calle Nicaragua,
1088615,road,"unnamed road, 33393 Gijón, Spain",33393,Gijón,,,,,,Sotiello,unnamed road,
1088617,road,"Camín de Los Pedregales, 33393 Gijón, Spain",33393,Gijón,,,,,,Sotiello,Camín de Los Pedregales,
1088619,road,"Calle Les Comadres, 33510 Siero, Spain",33510,Siero,,,,,,,Calle Les Comadres,
1088621,road,"unnamed road, 33392 Gijón, Spain",33392,Gijón,,,,,,La Robellada,unnamed road,
1088624,road,"Camino de Los Caleros, 33210 Gijón, Spain",33210,Gijón,Distrito Sur,,Contrueces,,,,Camino de Los Caleros,
1088626,road,"Carretera del Rayo, 33010 Oviedo, Spain",33010,Oviedo,,,Mercadín,,,,Carretera del Rayo,
1088632,building,"1370 Route du Fornial, 24390 Hautefort, France",24390,Hautefort,,,,,,,Route du Fornial,
1088648,building,"Asesores Solé del Valle, Calle del Sol, 46, 33300 Villaviciosa, Spain",33300,,,,,Villaviciosa,,,Calle del Sol,
1088654,road,"Plaza Mayor, 24320 Sahagún, Spain",24320,,,,,Sahagún,,,Plaza Mayor,
1089004,building,"Avenida de la Constitución, 14, 33207 Gijón, Spain",33207,Gijón,Distrito Centro,,Laviada,,,,Avenida de la Constitución,
1089261,building,"Calle Joaquín Solís, 37, 33209 Gijón, Spain",33209,Gijón,Distrito Este,,Ceares / Ciares,,,,Calle Joaquín Solís,
1089558,road,"Calle la Iglesia, 24206 Villabraz, Spain",24206,,,,,,Villabraz,,Calle la Iglesia,
1091544,road,"unnamed road, 33315 Villaviciosa, Spain",33315,,,,,Villaviciosa,,Olivar,unnamed road,
1091574,building,"Calle San José de Calasanz, 4, 33004 Oviedo, Spain",33004,Oviedo,,,Prados de la Fuente,,,,Calle San José de Calasanz,
1092089,education,"Colegio Virgen Reina, Calle Avilés / Cai Avilés, 18, 33207 Gijón, Spain",33207,Gijón,Distrito Centro,,Laviada,,,,Calle Avilés / Cai Avilés,
1092105,road,"Calle Álvaro de Albornoz, 33271 Gijón, Spain",33271,Gijón,Distrito Centro,,Laviada,,,,Calle Álvaro de Albornoz,
1092327,outdoors/recreation,"La Barganiza, Carretera de Pruvia a Noreña, 33423 Siero, Spain",33423,Siero,,,,,,La Barganiza,Carretera de Pruvia a Noreña,
1092337,outdoors/recreation,"La Barganiza, Carretera de Pruvia a Noreña, 33423 Siero, Spain",33423,Siero,,,,,,La Barganiza,Carretera de Pruvia a Noreña,
1092341,building,"Paseo de la Infancia, 2, 33206 Gijón, Spain",33206,Gijón,Distrito Centro,,El Carmen,,,,Paseo de la Infancia,
1092344,outdoors/recreation,"La Barganiza, Carretera de Pruvia a Noreña, 33423 Siero, Spain",33423,Siero,,,,,,La Barganiza,Carretera de Pruvia a Noreña,
1094214,road,"Carretera de Santullano a Marinas, 33190 Las Regueras, Spain",33190,Las Regueras,,,,,Las Regueras,Andayón,Carretera de Santullano a Marinas,
1094218,road,"Camín de Granda a Contrueces, 33350 Gijón, Spain",33350,Gijón,,Granda,,,Gijón,Granda de Riba,Camín de Granda a Contrueces,
1094239,building,"Calle Gozón, 25, 33012 Oviedo, Spain",33012,Oviedo,,,La Florida,,,,Calle Gozón,
1094483,road,"Camín de La Roza a Culumbiellos, 33393 Gijón, Spain",33393,Gijón,,,,,,Cenero,Camín de La Roza a Culumbiellos,
1094993,road,"Carretera Santo Domingo-Badarán, 26258 Cirueña, Spain",26258,,,,,,Cirueña,,Carretera Santo Domingo-Badarán,LR-204
1094994,road,"unnamed road, 33480 Llanera, Spain",33480,Llanera,,,,,,Villabona,unnamed road,
1095009,education,"Instituto de Educación Secundaria La Ería, Calle de la Regenta, 4, 33006 Oviedo, Spain",33006,Oviedo,,,La Ería,,,,Calle de la Regenta,
1095229,road,"Carretera Santo Domingo-Badarán, 26258 Cirueña, Spain",26258,,,,,,Cirueña,,Carretera Santo Domingo-Badarán,LR-204
1095284,road,"Carretera Santo Domingo-Badarán, 26258 Cirueña, Spain",26258,,,,,,Cirueña,,Carretera Santo Domingo-Badarán,LR-204
1095290,road,"Carretera Santo Domingo-Badarán, 26258 Cirueña, Spain",26258,,,,,,Cirueña,,Carretera Santo Domingo-Badarán,LR-204
1095293,road,"Carretera Santo Domingo-Badarán, 26258 Cirueña, Spain",26258,,,,,,Cirueña,,Carretera Santo Domingo-Badarán,LR-204
1095595,building,"Calle Don Quijote, 26, 33204 Gijón, Spain",33204,Gijón,Distrito Este,Les Mestes,Viesques,,,,Calle Don Quijote,
1095634,road,"unnamed road, 33492 Carreño, Spain",33492,Carreño,,,,,,Otero,unnamed road,
1095635,building,"Calle Gozón, 27, 33012 Oviedo, Spain",33012,Oviedo,,,La Florida,,,,Calle Gozón,
1095778,building,"Cruz Roja Española, Cai Ramón y Cajal, 33600 Mieres, Spain",33600,Mieres,,Barrio de Santa Marina,,Mieres del Camín,,El Cargaeru,Cai Ramón y Cajal,
1096627,road,"Calle Dos de Mayo, 33212 Gijón, Spain",33212,Gijón,Distrito Oeste,,El Natahoyo,,,,Calle Dos de Mayo,
1096675,road,"Carretera La Caizuela - Pixil, 33411 Illas, Spain",33411,Illas,,,,,Illas,Pidri,Carretera La Caizuela - Pixil,IA-2
1099586,road,"Calle Puente Viejo, 33840 Somiedo, Spain",33840,Somiedo,,,,,Somiedo,,Calle Puente Viejo,
1099774,building,"Camín de los Geranios, 205, 33394 Gijón, Spain",33394,Gijón,Distrito Rural,Somió,,,,,Camín de los Geranios,
1099788,road,"unnamed road, 33174 Oviedo, Spain",33174,Oviedo,,,,,,La Martínez,unnamed road,
1101025,road,"unnamed road, 26258 Cirueña, Spain",26258,,,,,,Cirueña,Ciriñuela,unnamed road,
1101026,road,"unnamed road, 26258 Cirueña, Spain",26258,,,,,,Cirueña,Ciriñuela,unnamed road,
1101030,road,"unnamed road, 26258 Cirueña, Spain",26258,,,,,,Cirueña,Ciriñuela,unnamed road,
1101031,road,"unnamed road, 26258 Cirueña, Spain",26258,,,,,,Cirueña,Ciriñuela,unnamed road,
1101032,road,"unnamed road, 26258 Cirueña, Spain",26258,,,,,,Cirueña,Ciriñuela,unnamed road,
1101295,road,"Calle San Lorenzo, 24765 Villamontán de la Valduerna, Spain",24765,,,,,,Villamontán de la Valduerna,Valle de la Valduerna,Calle San Lorenzo,
1101302,road,"Camín de Piñera de Abajo, 33392 Gijón, Spain",33392,Gijón,,,,,,Piñera,Camín de Piñera de Abajo,
1101383,health,"Centro de Salud de Sahagún, Avenida de la Constitución, 10, 24320 Sahagún, Spain",24320,,,,,Sahagún,,,Avenida de la Constitución,
1101518,road,"Camín de L'Arquera, 33392 Gijón, Spain",33392,Gijón,,,,,,Fontaciera,Camín de L'Arquera,
1101523,road,"unnamed road, 33190 Las Regueras, Spain",33190,Las Regueras,,,,,,Mariñes,unnamed road,
1101566,road,"Calle Domingo Rodríguez, 33100 Oviedo, Spain",33100,Oviedo,,Grupo Coronel Esteban,Trubia,,,,Calle Domingo Rodríguez,
1102031,road,"unnamed road, 33328 Colunga, Spain",33328,,,,,,Colunga,Llue,unnamed road,
1102352,road,"unnamed road, 26142 Villamediana de Iregua, Spain",26142,,,,,Villamediana de Iregua,,,unnamed road,
1102805,road,"unnamed road, 33294 Gijón, Spain",33294,Gijón,Distrito Rural,,,,,Castañera,unnamed road,
1103053,road,"N-632, 33343 Caravia, Spain",33343,Caravia,,,,,,Duesos,N-632,N-632
1103065,travel/tourism,"Hostal La Codorniz, Avenida de la Constitución, 97, 24320 Sahagún, Spain",24320,,,,,Sahagún,,,Avenida de la Constitución,
1109322,road,"Camín de Las Presas, 33393 Gijón, Spain",33393,Gijón,,,,,,La Cerca Baxo,Camín de Las Presas,
1115371,road,"Calle La Cruz, 33440 Gozón, Spain",33440,Gozón,,La Vallina,,Luanco / Lluanco,,Llegua,Calle La Cruz,AS-238
1115424,road,"Carretera Avilés - Callezuela, 33410 Avilés, Spain",33410,,,,,Avilés,,Castañeda,Carretera Avilés - Callezuela,AS-321
1121344,road,"unnamed road, Colunga, Spain",,,,,,,Colunga,Castiellu de Llue,unnamed road,
1127196,road,"Calle José María Fernández Ladreda, 33909 Llangréu / Langreo, Spain",33909,,,El Pompián,Ciañu,Llangréu / Langreo,,,Calle José María Fernández Ladreda,
1127207,road,"Camino las Bodegas, 26141 Alberite, Spain",26141,,,,,,Alberite,,Camino las Bodegas,
1127228,road,"Camino las Bodegas, 26141 Alberite, Spain",26141,,,,,,Alberite,,Camino las Bodegas,
1127229,road,"Camino las Bodegas, 26141 Alberite, Spain",26141,,,,,,Alberite,,Camino las Bodegas,
1127242,road,"Camino las Bodegas, 26141 Alberite, Spain",26141,,,,,,Alberite,,Camino las Bodegas,
1127256,road,"unnamed road, 26326 Villar de Torre, Spain",26326,,,,,,Villar de Torre,,unnamed road,
1127294,road,"Carretera Avilés - Callezuela, 33410 Avilés, Spain",33410,,,,,Avilés,,Castañeda,Carretera Avilés - Callezuela,AS-321
1145074,building,"Cai Leopoldo Alas Clarín, 25, 33600 Mieres, Spain",33600,Mieres,,La Campeta,,,,El Plano,Cai Leopoldo Alas Clarín,
1145075,building,"Cai Leopoldo Alas Clarín, 25, 33600 Mieres, Spain",33600,Mieres,,La Campeta,,,,El Plano,Cai Leopoldo Alas Clarín,
1145076,building,"Avenida de Portugal, 26, 33207 Gijón, Spain",33207,Gijón,Distrito Centro,,Laviada,,,,Avenida de Portugal,
1150918,road,"Plaza José González Bernardino, 33001 Oviedo, Spain",33001,Oviedo,,Tocote,Pumarín,,,,Plaza José González Bernardino,
1150953,building,"Calle Usandizaga, 2, 33204 Gijón, Spain",33204,Gijón,Distrito Este,El Bibio,El Coto,,,,Calle Usandizaga,
1168445,road,"unnamed road, 33429 Siero, Spain",33429,Siero,,,,,Siero,La Fresnera,unnamed road,
1180167,road,"Calle Vegarronda, 33790 Navia, Spain",33790,,,,,Navia,Navia,Vegadecima,Calle Vegarronda,
1186057,road,"unnamed road, 33491 Carreño, Spain",33491,Carreño,,,,Candás,,Dormón,unnamed road,
1191898,road,"unnamed road, 33691 Carreño, Spain",33691,Carreño,,,,,,El Valle,unnamed road,
1191961,road,"Camín de la Cerca Baxo, 33393 Gijón, Spain",33393,Gijón,,,,,,La Cerca Riba,Camín de la Cerca Baxo,
1215243,road,"unnamed road, Colunga, Spain",,,,,,,Colunga,Castiellu de Llue,unnamed road,
1221164,road,"unnamed road, 33114 Proaza, Spain",33114,,,,,,Proaza,Treslavilla / Traslavilla,unnamed road,
1221179,road,"Calle Doctor Carlos Prieto, 33290 Gijón, Spain",33290,Gijón,Distrito Oeste,,Jove / Xove,,,,Calle Doctor Carlos Prieto,
1227150,transportation,"El Puente de la Chalana, 252, 33980 Laviana, Spain",33980,Laviana,,Solavega,,,,La Chalana,252,
1227231,road,"CB-2, 33310 Cabranes, Spain",33310,Cabranes,,,,,Cabranes,Bospolín,CB-2,CB-2
1227234,road,"Camín de Faro, 33394 Gijón, Spain",33394,Gijón,Distrito Rural,,,,,El Pedroco,Camín de Faro,
1233135,road,"Camín de La Ería, 33394 Gijón, Spain",33394,Gijón,Distrito Rural,,,,,L'Aldea,Camín de La Ería,
1239169,building,"Calle El Cortijo, 11, 33212 Gijón, Spain",33212,Gijón,Distrito Oeste,,Santa Olaya,,,,Calle El Cortijo,
1250955,road,"unnamed road, 33919 Oviedo, Spain",33919,Oviedo,,El Valle,,,Oviedo,La Pandiella,unnamed road,
1258240,road,"Carretera Venta de las Ranas-Villaviciosa, por El Gobernador, 33314 Villaviciosa, Spain",33314,,,,,Villaviciosa,,Venta les Ranes,"Carretera Venta de las Ranas-Villaviciosa, por El Gobernador",AS-256
1264177,road,"unnamed road, 33392 Siero, Spain",33392,Siero,,,,,,Picalloréu,unnamed road,
1270173,building,"Calle Luarca / Cai Ḷḷuarca, 19, 33207 Gijón, Spain",33207,Gijón,Distrito Sur,,Polígono de Pumarín,,,,Calle Luarca / Cai Ḷḷuarca,
1270184,road,"LN-11, 33692 Lena, Spain",33692,,,,,Lena,,Parana,LN-11,LN-11
1270190,road,"Carretera El Gobernador - El Puntal, por Tazones, 33315 Villaviciosa, Spain",33315,,,,,Villaviciosa,,Requejo - Requexu,"Carretera El Gobernador - El Puntal, por Tazones",
1270202,road,"unnamed road, 33935 Siero, Spain",33935,Siero,,,,,,Areñes,unnamed road,
1276167,road,"Camin del Estanco, 33394 Gijón, Spain",33394,Gijón,Distrito Rural,Cabueñes,,,,La Pontica,Camin del Estanco,
1293802,road,"Carretera de Quintes, 33294 Villaviciosa, Spain",33294,,,,,Villaviciosa,Villaviciosa,Quintes,Carretera de Quintes,VV-2
1293826,building,"Calle Gloria Fuertes, 10, 33204 Gijón, Spain",33204,Gijón,Distrito Este,,Viesques,,,,Calle Gloria Fuertes,
1299735,road,"unnamed road, 33404 Castrillón, Spain",33404,Castrillón,,,,,,Orbón,unnamed road,
1299766,road,"unnamed road, 33315 Villaviciosa, Spain",33315,,,Gema del Mar,,Villaviciosa,,El Puntal,unnamed road,
1299790,road,"Calle Manuel R. Álvarez, 33213 Gijón, Spain",33213,Gijón,Distrito Oeste,,La Calzada,,,,Calle Manuel R. Álvarez,
1311863,building,"9, 33491 Carreño, Spain",33491,Carreño,,,,Candás,,Perán,,
1311867,road,"Calle Juan Guaza, 24320 Sahagún, Spain",24320,,,,,Sahagún,,,Calle Juan Guaza,
1311875,road,"unnamed road, 33870 Tineo, Spain",33870,,,,,Tineo,,,unnamed road,
1318095,building,"9, 33491 Carreño, Spain",33491,Carreño,,,,Candás,,Perán,,
1318101,building,"9, 33491 Carreño, Spain",33491,Carreño,,,,Candás,,Perán,,
1318124,building,"Calle Montes del Sueve, 29, 33004 Oviedo, Spain",33004,Oviedo,,,Ciudad Naranco,,,,Calle Montes del Sueve,
1324431,road,"unnamed road, 33114 Proaza, Spain",33114,,,,,,Proaza,Llinares,unnamed road,
1324454,commerce,"Ams, Calle Doctor Severo Ochoa, 27, 33401 Avilés, Spain",33401,,,,El Quirinal,Avilés,,,Calle Doctor Severo Ochoa,
1324481,commerce,"Ultreya, Carretera de Oviedo a Campomanes, 33660 Oviedo, Spain",33660,Oviedo,,,Olloniego / Lluniego,,,,Carretera de Oviedo a Campomanes,
1324486,road,"unnamed road, 33403 Avilés, Spain",33403,,,,La Luz,Avilés,,,unnamed road,
1324576,road,"unnamed road, 33315 Villaviciosa, Spain",33315,,,,,Villaviciosa,,Tazones,unnamed road,
1349275,road,"unnamed road, 33688 Aller, Spain",33688,Aller,,,,,Aller,,unnamed road,
1349277,road,"unnamed road, 33191 Oviedo, Spain",33191,Oviedo,,,,,,Rivero,unnamed road,
1349286,road,"Calle Nicaragua, 33213 Gijón, Spain",33213,Gijón,Distrito Oeste,,La Calzada,,,,Calle Nicaragua,
1349292,road,"Carretera Almuña - Paredes, 33700 Valdés, Spain",33700,Valdés,,,,Luarca / Ḷḷuarca,,Almuña,Carretera Almuña - Paredes,AS-351
1349296,road,"Avenida Principado de Asturias, 33960 Samartín del Rei Aurelio, Spain",33960,,,,,Samartín del Rei Aurelio,Samartín del Rei Aurelio,La Chirente,Avenida Principado de Asturias,AS-387
1355605,road,"Paseo de La Florida, 33013 Oviedo, Spain",33013,Oviedo,,,La Florida,,,,Paseo de La Florida,
1355619,road,"unnamed road, 33314 Villaviciosa, Spain",33314,,,,,Villaviciosa,,Silva,unnamed road,
1385293,building,"Calle Los Campinos, 3, 33205 Gijón, Spain",33205,Gijón,Distrito Centro,,Centro,,,,Calle Los Campinos,
1385527,road,"unnamed road, 33111 Teverga, Spain",33111,Teverga,,,,,,Taxa,unnamed road,
1385713,road,"unnamed road, 33424 Llanera, Spain",33424,Llanera,,,,,,Portiella,unnamed road,
1385953,road,"Calle la Lila, 33001 Oviedo, Spain",33001,Oviedo,,Colonia Marqués de San Feliz,Casco Antiguo,,,,Calle la Lila,
1385955,road,"Carretera de Quintes, 33294 Villaviciosa, Spain",33294,,,,,Villaviciosa,Villaviciosa,Medio,Carretera de Quintes,
1385984,outdoors/recreation,"Gimnasio Yin-Yang, Calle Rafael Sarandeses, 33420 Siero, Spain",33420,Siero,,El Parque,,,Siero,El Carbayu,Calle Rafael Sarandeses,
1387117,road,"Les Xuaques, 33320 Colunga, Spain",33320,,,,,,Colunga,San Juan,Les Xuaques,
1387134,building,"Calle La Fuente, 16, 47686 Melgar de Arriba, Spain",47686,,,,,,Melgar de Arriba,,Calle La Fuente,
1387306,building,"Calle Esmeralda Maseda, 3, 33211 Gijón, Spain",33211,Gijón,Distrito Sur,,Roces,,,,Calle Esmeralda Maseda,
1394974,road,"Calle Larra, 33208 Gijón, Spain",33208,Gijón,Distrito Llano,,,,,,Calle Larra,
1394994,road,"Carretera de Castiello, 33203 Gijón, Spain",33203,Gijón,Distrito Rural,Castiello Bernueces,La Guía,,,,Carretera de Castiello,
1395192,road,"unnamed road, 33126 Soto del Barco, Spain",33126,Soto del Barco,,,,,Soto del Barco,Ponte,unnamed road,
1395195,road,"unnamed road, 33126 Soto del Barco, Spain",33126,Soto del Barco,,,,,Soto del Barco,Ponte,unnamed road,
1395198,road,"unnamed road, 33126 Soto del Barco, Spain",33126,Soto del Barco,,,,,Soto del Barco,Ponte,unnamed road,
1395199,road,"unnamed road, 33126 Soto del Barco, Spain",33126,Soto del Barco,,,,,Soto del Barco,Ponte,unnamed road,
1395201,road,"unnamed road, 33126 Soto del Barco, Spain",33126,Soto del Barco,,,,,Soto del Barco,Ponte,unnamed road,
1395202,road,"unnamed road, 33126 Soto del Barco, Spain",33126,Soto del Barco,,,,,Soto del Barco,Ponte,unnamed road,
1395203,road,"unnamed road, 33126 Soto del Barco, Spain",33126,Soto del Barco,,,,,Soto del Barco,Ponte,unnamed road,
1395216,road,"unnamed road, 33980 Laviana, Spain",33980,Laviana,,,,,Laviana,Llorío,unnamed road,
1395222,road,"Carretera de L'Entregu a El Condao, 33980 Laviana, Spain",33980,Laviana,,,,,,La Canterona,Carretera de L'Entregu a El Condao,AS-387
1395484,building,"Calle del Piles, 13, 33204 Gijón, Spain",33204,Gijón,Distrito Este,El Bibio,El Coto,,,,Calle del Piles,
1395652,road,"unnamed road, 33492 Carreño, Spain",33492,Carreño,,,,Candás,,Calera,unnamed road,
1395813,road,"Barrio Portuarios, 33299 Gijón, Spain",33299,Gijón,Distrito Oeste,,Jove / Xove,,,,Barrio Portuarios,
1395833,building,"Calle Eladio Carreño, 8, 33202 Gijón, Spain",33202,Gijón,Distrito Centro,,Centro,,,,Calle Eladio Carreño,
1396051,road,"Calle Río Curueño, Santa Colomba de Curueño, Spain",,,,,,,Santa Colomba de Curueño,,Calle Río Curueño,
1396066,road,"unnamed road, 33785 Valdés, Spain",33785,Valdés,,,,,,Fixuecas,unnamed road,
1396099,building,"Centro de Día Vetusta, Calle Faustino García-Roel Rodríguez, 2, 33007 Oviedo, Spain",33007,Oviedo,,,Llamaquique,,,,Calle Faustino García-Roel Rodríguez,
1396141,road,"Carretera de Gijón a Pola de Siero, 33350 Gijón, Spain",33350,Gijón,Distrito Rural,,,,,Caldones,Carretera de Gijón a Pola de Siero,AS-377
1396197,building,"Calle González Besada, 10, 33007 Oviedo, Spain",33007,Oviedo,,,Malatería,,,,Calle González Besada,
1396470,road,"Camino de Los Laureles, 33203 Gijón, Spain",33203,Gijón,Distrito Rural,Somió,La Guía,,,,Camino de Los Laureles,
1396587,commerce,"El Capricho de María, Calle Río Narcea, 26, 33010 Oviedo, Spain",33010,Oviedo,,,Ventanielles,,,,Calle Río Narcea,
1396588,building,"Calle Tenderina, 145, 33010 Oviedo, Spain",33010,Oviedo,,,Ventanielles,,,,Calle Tenderina,
1396593,commerce,"Casa Julio, Plaza de la Marina, 7, 33150 Cudillero, Spain",33150,Cudillero,,,,,Cudillero,La Telaya,Plaza de la Marina,
1396626,building,"Calle Ramón y Cajal, 20, 33202 Gijón, Spain",33202,Gijón,Distrito Este,,El Coto,,,,Calle Ramón y Cajal,
1396958,road,"unnamed road, 33100 Oviedo, Spain",33100,Oviedo,,,,,,Godos,unnamed road,
1397244,road,"unnamed road, 33193 Oviedo, Spain",33193,Oviedo,,,,,,Montecanales,unnamed road,
1397308,building,"Calle Emilio Tuya, 25, 33202 Gijón, Spain",33202,Gijón,Distrito Este,El Bibio,L'Arena,,,,Calle Emilio Tuya,
1397309,building,"Calle de la Forja, 6, 33211 Gijón, Spain",33211,Gijón,Distrito Oeste,,,,,El Puente Secu,Calle de la Forja,
1397422,road,"Calle Concejo de Somiedo, 33204 Gijón, Spain",33204,Gijón,Distrito Este,,Viesques,,,,Calle Concejo de Somiedo,
1397445,building,"Calle Consolación, 13, 33210 Gijón, Spain",33210,Gijón,Distrito Llano,,,,,,Calle Consolación,
1397753,road,"Santa Marina de Piedramuelle-Soto Ribera, por Las Caldas, 33140 Oviedo, Spain",33140,Oviedo,,,,,,El Cantayu,"Santa Marina de Piedramuelle-Soto Ribera, por Las Caldas",AS-322
1397754,road,"Santa Marina de Piedramuelle-Soto Ribera, por Las Caldas, 33140 Oviedo, Spain",33140,Oviedo,,,,,,El Cantayu,"Santa Marina de Piedramuelle-Soto Ribera, por Las Caldas",AS-322
1397872,road,"Camin de La Carbayera, 33210 Gijón, Spain",33210,Gijón,,,Nuevo Roces,,,,Camin de La Carbayera,
1398111,building,"Calle Ramón y Cajal, 62, 33204 Gijón, Spain",33204,Gijón,Distrito Este,,Ceares / Ciares,,,,Calle Ramón y Cajal,
1398124,road,"Avenida Profesor Pérez Pimentel, 33203 Gijón, Spain",33203,Gijón,Distrito Rural,,La Guía,,,,Avenida Profesor Pérez Pimentel,
1398306,road,"Santa Marina de Piedramuelle-Soto Ribera, por Las Caldas, 33140 Oviedo, Spain",33140,Oviedo,,,,,,El Cantayu,"Santa Marina de Piedramuelle-Soto Ribera, por Las Caldas",AS-322
1398614,road,"Calle Don Gerardo González Menéndez, 33138 Muros de Nalón, Spain",33138,,,,,,Muros de Nalón,La Pumariega,Calle Don Gerardo González Menéndez,
1398631,road,"unnamed road, 33993 Sobrescobio, Spain",33993,Sobrescobio,,,,,Sobrescobio,,unnamed road,
1398634,road,"unnamed road, 33980 Laviana, Spain",33980,Laviana,,,,,,El Rosil,unnamed road,
1398659,natural/water,Gulf of Lion,,,,,,,,,,
1398772,road,"unnamed road, 33457 Castrillón, Spain",33457,Castrillón,,,,Piedrasblancas,,Vegarrozadas,unnamed road,
1398793,transportation,"Calle La Xana, 33492 Carreño, Spain",33492,Carreño,,,,Candás,,La Xana,Calle La Xana,
1398817,road,"unnamed road, 33842 Somiedo, Spain",33842,Somiedo,,,,,,Viḷḷar de Vildas,unnamed road,
1398953,commerce,"Mimosa - Café lanar, Travesía del Convento, 9, 33202 Gijón, Spain",33202,Gijón,Distrito Centro,,Centro,,,,Travesía del Convento,
1398968,road,"unnamed road, 33294 Villaviciosa, Spain",33294,,,,,Villaviciosa,Villaviciosa,Venta La Esperanza,unnamed road,
1399163,road,"Calle Fernando El Santo, 33204 Gijón, Spain",33204,Gijón,Distrito Este,Les Mestes,Viesques,,,,Calle Fernando El Santo,
1399314,road,"Camín de la Carrial, 33392 Gijón, Spain",33392,Gijón,,,,,,Piñera,Camín de la Carrial,
1399317,road,"unnamed road, 24329 Sahagún, Spain",24329,,,,,Sahagún,,Galleguillos de Campos,unnamed road,
1399334,building,"Calle Santa Eladia, 71, 33210 Gijón, Spain",33210,Gijón,Distrito Llano,,,,,,Calle Santa Eladia,
1399351,road,"Carretera de Salas a Pravia (Tramo Pravia - Vegafriosa), Pravia, Spain",,,,,,Pravia,,Caunedo,Carretera de Salas a Pravia (Tramo Pravia - Vegafriosa),AS-369
1401050,building,"Calle Isabel La Católica, 2, 33909 Llangréu / Langreo, Spain",33909,,,,Sama,Llangréu / Langreo,,,Calle Isabel La Católica,
1401082,road,"Calle de la Paz, 26160 Arrúbal, Spain",26160,,,,,,Arrúbal,,Calle de la Paz,
1402124,building,"Calle Calderón de la Barca, 4, 33208 Gijón, Spain",33208,Gijón,Distrito Este,El Bibio,El Coto,,,,Calle Calderón de la Barca,
1402134,building,"Calle Calderón de la Barca, 4, 33208 Gijón, Spain",33208,Gijón,Distrito Este,El Bibio,El Coto,,,,Calle Calderón de la Barca,
1402136,building,"Calle Calderón de la Barca, 4, 33208 Gijón, Spain",33208,Gijón,Distrito Este,El Bibio,El Coto,,,,Calle Calderón de la Barca,
1402612,road,"Calle San Roque, 33440 Gozón, Spain",33440,Gozón,,Urbanización La Quinta,,Luanco / Lluanco,,Santana,Calle San Roque,
1403142,road,"Camín de Las Hayas, 33203 Gijón, Spain",33203,Gijón,Distrito Rural,Somió,La Guía,,,,Camín de Las Hayas,
1403257,road,"unnamed road, 33940 Samartín del Rei Aurelio, Spain",33940,,,,,Samartín del Rei Aurelio,,La Viña,unnamed road,
1403284,building,"Calle Leopoldo Alas, 33, 33204 Gijón, Spain",33204,Gijón,Distrito Este,El Bibio,El Coto,,,,Calle Leopoldo Alas,
1404690,commerce,"Ciclos Pin, Calle Santa Teresa de Jesús, 5, 33208 Gijón, Spain",33208,Gijón,Distrito Centro,,Laviada,,,,Calle Santa Teresa de Jesús,
1410596,road,"N-120a, 26250 Santo Domingo de la Calzada, Spain",26250,,,,,Santo Domingo de la Calzada,,,N-120a,N-120a
1410599,road,"Avenida Virgen de Valvanera, 26350 Cenicero, Spain",26350,,,,,,Cenicero,,Avenida Virgen de Valvanera,
1410715,road,"Luis Suárez ""Ximielga"", 33429 Oviedo, Spain",33429,Oviedo,,,Colloto / Cualloto,,,,"Luis Suárez ""Ximielga""",
1411288,road,"unnamed road, 33316 Villaviciosa, Spain",33316,,,,,Villaviciosa,,Muslera,unnamed road,
1411309,road,"Avenida del Mar Cantábrico, 33209 Gijón, Spain",33209,Gijón,Distrito Este,,Ceares / Ciares,,,,Avenida del Mar Cantábrico,
1411942,road,"unnamed road, 33316 Villaviciosa, Spain",33316,,,,,Villaviciosa,,Muslera,unnamed road,
1411960,road,"Calle el Arco, 24320 Sahagún, Spain",24320,,,,,Sahagún,,,Calle el Arco,
1412087,commerce,"El Puente, Calle Nicolás Soria, 33004 Oviedo, Spain",33004,Oviedo,,,Ciudad Naranco,,,,Calle Nicolás Soria,
1412095,building,"Cai Ríu Nalón, 7, 33600 Mieres, Spain",33600,Mieres,,Barrio de Santa Marina,,,,El Discu,Cai Ríu Nalón,
